DateTime,Entries,UniqueIPs
1438136187,0,0
1438136187,0,0
1438136187,0,0
1438136187,0,0
1438136187,47,443136
1438136187,47,443136
1438136187,47,443136
1440631768,51,443392
1440631768,51,443392
1443512099,50,443136
1446103148,49,442880
1448836885,50,443904
1451465577,68,452352
1454025634,60,452608
1454452580,61,452864
1456617637,56,454144
1457913920,56,454144
1459215119,56,454144
1461880281,55,453888
1464584821,56,454144
1465357136,58,454656
1467243763,57,454400
1472424244,64,454144
1477611060,65,454400
1479089381,64,454144
1480463219,65,454400
1481597487,65,454400
1483056452,66,454656
1485219556,65,454400
1488152366,66,470784
1490917929,69,471552
1493318955,70,471808
1496154684,69,472576
1498709715,66,471808
1501291994,67,472320
1503993911,69,472832
1504170069,67,472320
1506621513,68,473344
1509242222,94,472832
1510612529,97,472576
1511913666,66,472832
1519685203,68,473600
1521068847,68,464896
1522340070,66,464384
1525042003,66,465920
1527721309,66,465920
1527721309,66,465920
1527721309,66,465920
1527721309,66,465920
1527721309,66,465920
1527721309,66,465920
1530232714,64,465408
1532913201,63,465152
