DateTime,AddedIPs,RemovedIPs
1489741201,0,1
1501365632,0,0
1505426433,0,0
1505430032,0,0
1513782060,1,0
1514001632,0,1
1524092434,0,0
1524096036,0,0
1524121233,0,0
1526306433,0,0
1527289233,0,0
1527292834,0,0
1527296434,0,0
1527300033,0,0
1527303634,0,0
1527307234,0,0
1527310835,0,0
1527314435,0,0
1527318035,0,0
1527321635,0,0
1527325233,0,0
1527328835,0,0
1527332434,0,0
1527336033,0,0
1527339634,0,0
1527343237,0,0
1527346835,0,0
1527350434,0,0
1527354036,0,0
1527357635,0,0
1527361234,0,0
1527364835,0,0
1527368435,0,0
1527372035,0,0
1527375636,0,0
1527379234,0,0
1527382834,0,0
1527386434,0,0
1527390033,0,0
1527393635,0,0
1527397233,0,0
1527912033,0,0
1527915632,0,0
1527919233,0,0
1527922833,0,0
1527926432,0,0
1527930033,0,0
1527933633,0,0
1527937233,0,0
1527940833,0,0
1527944433,0,0
1527948033,0,0
1527951634,0,0
1527955233,0,0
1527958832,0,0
1527962433,0,0
1527966033,0,0
1527969633,0,0
1527973233,0,0
1527976833,0,0
1527980434,0,0
1527984035,0,0
1527987633,0,0
1527991234,0,0
1527994833,0,0
1527998433,0,0
1528002034,0,0
1528304434,0,0
1528308033,0,0
1528311633,0,0
1528318833,0,0
1528322434,0,0
1528329635,0,0
1528333235,0,0
1528902050,1,0
1530327631,0,1
1534150833,0,0
