DateTime,Entries,UniqueIPs
1433333787,1073,9176471
1433333787,1073,9176471
1433333787,1073,9176471
1433333787,1073,9176471
1433333787,1073,9176471
1436356244,1093,9175947
1438796967,1118,9181579
1438796967,1118,9181579
1438796967,1118,9181579
1438796967,1118,9181579
1438796967,1118,9181579
1438796967,1118,9181579
1438796967,1118,9181579
1438796967,1118,9181579
1441246525,1124,9186700
1444359278,1144,9194655
1446592594,1147,9198495
1449013155,1164,9200540
1452023189,1173,9211804
1454432278,1194,9228238
1456986150,1246,9240275
1459872962,1237,9243859
1460478568,1240,9247959
1462498435,1250,9255175
1465305233,1268,9262792
1467904696,1277,9268904
1470167278,1452,8531763
1473169220,1217,8744872
1473283131,1291,8654910
1475589293,1434,8472531
1478173292,1458,8479813
1481145897,1477,8476696
1483495873,1494,8482063
1486522156,1516,8506688
1488923495,1541,8575840
1491334704,1541,8529147
1493762773,1553,8532515
1496897415,1557,8526891
1499195950,1646,8537620
1501721110,1677,8751423
1504740224,1693,8742659
1507153338,1725,8750469
1509995749,1724,8755913
1512589748,1747,8760831
1515164180,1802,8935425
1518032614,1771,8786595
1520471040,1857,8953559
1522154355,1798,8781269
1522795262,1697,8785089
1522795262,1806,8784693
1525193298,1764,8794229
1525193298,1764,8794229
1525193298,1764,8794229
1525193298,1764,8794229
1525193298,1764,8794229
1525193298,1764,8794229
1528406399,1780,8775413
1530653065,1786,8777210
1533687433,1814,8761428
